ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1005745574,DSW74NEWS LIVE BROADCASTING,Journalism,Journalism,USD,2016-09-14,15000.00,2016-08-10 23:06:33,0.00,canceled,0,US,0.00,0.00,15000.00
1005756530,Dead Burger by Abomination Films!,Film & Video,Film & Video,USD,2012-07-01,5000.00,2012-05-02 06:17:49,5178.00,successful,33,US,5178.00,5178.00,5000.00
1005765270,"""Star in a movie like 'Entourage'"" The 420 Crew (Canceled)",Drama,Film & Video,USD,2014-08-17,150000.00,2014-07-18 20:13:28,5.00,canceled,1,US,5.00,5.00,150000.00
100576591,Nina Jo Smith’s PEOPLE PLACES & SINGS CD,Country & Folk,Music,USD,2012-03-16,3500.00,2012-02-15 21:32:21,3500.00,successful,51,US,3500.00,3500.00,3500.00
1005773136,GRITS on wheels in Los Angeles! Ya'll come an get it!,Food Trucks,Food,USD,2016-08-24,15000.00,2016-07-25 02:29:25,1190.00,failed,15,US,100.00,1190.00,15000.00
1005787932,Hotdog Yogatote,Product Design,Design,USD,2014-04-02,19000.00,2014-03-03 21:39:30,4809.00,failed,91,US,4809.00,4809.00,19000.00
1005790478,Travel Far: A... Guide to the Out-of-Body Experience...,Nonfiction,Publishing,USD,2015-04-12,4000.00,2015-03-07 08:52:50,225.00,canceled,4,US,225.00,225.00,4000.00
1005800160,Who is Nellie Bly?,Painting,Art,USD,2012-08-05,3000.00,2012-07-06 05:17:04,3100.00,successful,21,US,3100.00,3100.00,3000.00
100580052,Get It On The Shelf!,Fiction,Publishing,USD,2011-07-03,5500.00,2011-05-04 01:30:42,35.00,failed,3,US,35.00,35.00,5500.00
1005801266,Nahla's Oasis,Children's Books,Publishing,USD,2017-05-16,50000.00,2017-04-06 01:49:30,11974.00,failed,33,US,423.00,11974.00,50000.00
1005808602,"Help Us Record Our Debut EP ""Mayday""",Music,Music,USD,2011-06-23,1250.00,2011-04-24 02:03:17,10.00,failed,1,US,10.00,10.00,1250.00
1005820080,The Million Pound Shirt,Fashion,Fashion,GBP,2015-11-25,1000000.00,2015-10-21 22:00:04,10.00,failed,1,GB,15.47,15.05,1505185.36
1005820753,tipstir,Food,Food,USD,2011-08-14,1000.00,2011-07-15 19:32:29,0.00,failed,0,US,0.00,0.00,1000.00
1005824767,"ChileFornia- An anecdotal view of identity, immigration & diversity",Journalism,Journalism,USD,2010-10-30,8000.00,2010-08-18 21:03:40,0.00,failed,0,US,0.00,0.00,8000.00
1005825129,"""Revolutionary Love""",Film & Video,Film & Video,USD,2012-03-16,4000.00,2012-02-15 18:18:52,30.00,failed,2,US,30.00,30.00,4000.00
1005829490,Marcus Starr Solo Album Funding Campaign,Blues,Music,CAD,2017-08-04,1500.00,2017-07-05 16:03:54,1545.00,successful,16,CA,103.92,1228.92,1193.13
1005831906,Colorful & Challenging Jigsaw Puzzles,Puzzles,Games,USD,2017-07-24,1000.00,2017-06-24 19:09:31,0.00,failed,0,US,0.00,0.00,1000.00
1005838041,The Creative Side - A Photography Webseries,Webseries,Film & Video,USD,2011-10-24,2000.00,2011-09-26 22:15:25,125.00,failed,3,US,125.00,125.00,2000.00
1005838632,The Last Dictator,Film & Video,Film & Video,EUR,2015-11-13,700000.00,2015-09-14 17:36:42,20.00,failed,1,BE,22.68,21.53,753482.16
1005843591,"""Projection"" a short film",Shorts,Film & Video,USD,2011-06-18,5000.00,2011-05-03 22:19:58,1367.00,failed,20,US,1367.00,1367.00,5000.00
1005844450,Bungee Workout Barcelona,Workshops,Dance,EUR,2017-11-30,4000.00,2017-10-31 17:11:15,20.00,failed,1,ES,0.00,23.77,4753.98
1005848496,The 1st Motion Tracking DIY Smart Home Security Camera,Gadgets,Technology,USD,2016-12-31,25000.00,2016-11-01 02:54:32,81510.00,successful,565,US,7235.00,81510.00,25000.00
1005862247,Veterans,Photography,Photography,USD,2012-08-15,5000.00,2012-07-09 05:39:06,5637.00,successful,87,US,5637.00,5637.00,5000.00
1005863674,MY VERY FIRST KICKSTARTER,Movie Theaters,Film & Video,USD,2014-08-12,6500.00,2014-07-13 20:08:35,27.00,failed,2,US,27.00,27.00,6500.00
1005870420,This Song Is About You,Music,Music,USD,2014-07-11,40000.00,2014-06-11 23:35:00,0.00,failed,0,US,0.00,0.00,40000.00
1005871270,Telemedicine wound care provider locator,Technology,Technology,USD,2016-10-09,50000.00,2016-09-09 00:22:31,261.00,failed,5,US,231.00,261.00,50000.00
1005887854,Knock On Wood,Woodworking,Crafts,USD,2016-01-13,900.00,2015-12-23 19:28:34,25.00,failed,2,US,25.00,25.00,900.00
1005889641,NERO: RFID Blocking Wallet Leather or Kevlar + Carbon Fiber,Product Design,Design,GBP,2014-11-06,500.00,2014-09-12 15:52:05,6755.00,successful,286,GB,10936.67,10686.09,790.98
1005898097,TeleSound: The Sound Messenger,Product Design,Design,USD,2013-03-30,100000.00,2013-02-28 09:56:23,14757.00,failed,269,US,14757.00,14757.00,100000.00
100590427,Keepers of the Kingdom,Photo,Journalism,GBP,2014-10-03,10500.00,2014-09-03 01:32:52,1579.62,failed,62,GB,2621.17,2537.87,16869.64
1005909550,Pointe Blank T-Shirt Refresh,Rock,Music,USD,2013-03-10,1100.00,2013-02-08 22:27:19,25.00,failed,1,US,25.00,25.00,1100.00
1005924399,"My Journey With God-Inspirational book on faith, forgiveness",Nonfiction,Publishing,USD,2017-11-26,2500.00,2017-11-11 20:08:19,0.00,failed,0,US,0.00,0.00,2500.00
1005925256,The GoShelf™ - corner shelf self installation system,Product Design,Design,USD,2015-08-08,50000.00,2015-07-09 17:53:48,0.00,failed,0,US,0.00,0.00,50000.00
1005926310,Trash Talk Death Match,Playing Cards,Games,USD,2015-11-05,10000.00,2015-10-06 19:43:26,2022.00,failed,59,US,2022.00,2022.00,10000.00
1005933132,Fresh Vintage inspired Automotive Streetwear Collection SCC,Apparel,Fashion,EUR,2017-01-18,5999.00,2016-12-19 17:24:29,118.00,failed,2,NL,0.00,125.46,6378.12
1005940775,A Postcard From Lily Dale,Documentary,Film & Video,USD,2014-03-28,10000.00,2014-02-26 15:44:18,13135.00,successful,78,US,13135.00,13135.00,10000.00
1005944574,Luna Game Engine,Video Games,Games,CAD,2016-07-14,80000.00,2016-06-14 03:38:29,0.00,failed,0,CA,0.00,0.00,62179.39
1005948073,"""Written and Directed by Elaine May"" T-Shirts",Apparel,Fashion,USD,2017-02-06,1250.00,2017-01-07 04:11:17,3065.00,successful,108,US,548.00,3065.00,1250.00
1005948816,"Kevin Dillard solo cd ""Symptoms of The Human Condition""",World Music,Music,USD,2011-04-04,5500.00,2011-02-02 13:27:50,300.00,failed,8,US,300.00,300.00,5500.00
1005949551,Oh When The Blues - Oldham Athletic Photography Book,Photobooks,Photography,GBP,2016-12-04,2200.00,2016-11-06 12:24:48,2451.01,successful,103,GB,875.02,3083.38,2767.61
1005956476,Lucky's,Food Trucks,Food,USD,2015-09-09,5000.00,2015-08-09 01:38:28,460.00,failed,4,US,460.00,460.00,5000.00
1005958623,Project Penny,Crafts,Crafts,USD,2014-09-25,5.00,2014-09-10 19:11:33,29.00,successful,8,US,29.00,29.00,5.00
1005962404,Lilah's Guide to Hoyle,Fiction,Publishing,USD,2016-08-18,6500.00,2016-07-19 09:16:50,139.00,canceled,4,US,67.00,139.00,6500.00
1005963962,US Army Navy Marines Air Force - Special Challenge Coin,Product Design,Design,USD,2013-12-17,840.00,2013-11-20 12:27:38,141.00,canceled,8,US,141.00,141.00,840.00
1005967498,"Multi-function kids chair with a ""one for one"" concept.",Gadgets,Technology,USD,2016-12-10,125000.00,2016-11-10 22:49:30,16.00,failed,1,US,16.00,16.00,125000.00
1005969894,Ximphonic Versus,Comics,Comics,USD,2014-05-22,30000.00,2014-04-07 23:21:11,1131.00,failed,34,US,1131.00,1131.00,30000.00
1005979441,Mottainai,Tabletop Games,Games,USD,2015-06-04,5000.00,2015-05-19 18:59:23,66988.00,successful,2485,US,66988.00,66988.00,5000.00
1005983610,Model T Tintypes,Photography,Photography,USD,2012-04-01,24850.00,2012-03-01 07:49:59,1211.00,failed,7,US,1211.00,1211.00,24850.00
1005987521,GROTTO: an artist's book,Art,Art,USD,2016-10-31,9000.00,2016-10-01 07:25:49,9194.00,successful,138,US,340.00,9194.00,9000.00
1005987818,Sticky Boo Yum Yum | All Things Marshmallow,Food,Food,USD,2013-10-29,2350.00,2013-09-29 17:18:57,570.00,failed,38,US,570.00,570.00,2350.00
1005998229,Music & Song Production for Athena Creese Recording Artist,Pop,Music,USD,2012-08-23,3000.00,2012-07-24 04:53:19,0.00,failed,0,US,0.00,0.00,3000.00
1005999335,wecemat – The ecologic automated flush adapter,Technology,Technology,EUR,2016-07-23,40000.00,2016-06-23 14:07:08,7750.00,failed,26,LU,8235.00,8612.55,44451.85
1006008989,War for the Overworld,Video Games,Games,GBP,2013-01-03,150000.00,2012-11-29 19:11:23,211371.50,successful,8351,GB,338527.51,338589.87,240280.65
1006030031,Our Own End's New EP!!,Rock,Music,USD,2012-07-28,1200.00,2012-06-28 23:30:21,1307.00,successful,40,US,1307.00,1307.00,1200.00
1006032032,Buddy day in Heidepark Soltau (Suspended),People,Photography,EUR,2015-06-11,200.00,2015-05-12 11:06:35,13.00,suspended,3,DE,14.51,14.59,224.40
100603923,The sexiest lingerie greeting cards ever...,Accessories,Fashion,USD,2017-07-26,50000.00,2017-06-26 17:10:57,0.00,failed,0,US,0.00,0.00,50000.00
1006042643,Opal Zine - Issue 03.,Mixed Media,Art,USD,2012-11-17,75.00,2012-10-04 21:40:31,75.00,successful,3,US,75.00,75.00,75.00
1006048821,Pure Me,Apparel,Fashion,USD,2017-05-02,900.00,2017-03-03 20:20:57,0.00,failed,0,US,0.00,0.00,900.00
1006053807,Para Doc Film,Documentary,Film & Video,USD,2012-04-11,55000.00,2012-02-11 21:29:02,0.00,failed,0,US,0.00,0.00,55000.00
1006061306,Back in the Soviet Bloc - a 6-part tv series,Documentary,Film & Video,USD,2012-01-27,5000.00,2012-01-13 10:26:22,5358.00,successful,76,US,5358.00,5358.00,5000.00
1006062529,Demons force (Light novel),Comics,Comics,EUR,2016-04-04,3500.00,2016-02-29 17:19:26,6.00,failed,2,AT,6.56,6.82,3977.05
1006069219,Fighting Fear & Doing Discipline,Publishing,Publishing,USD,2016-07-08,4250.00,2016-06-23 00:45:15,1.00,failed,1,US,0.00,1.00,4250.00
100607048,Noor would love to draw,Public Art,Art,EUR,2015-06-07,846.00,2015-05-16 06:46:25,435.00,failed,16,NL,496.32,488.07,949.21
1006071976,Hand Crafted Illustrations For Tea Towel Design,Illustration,Art,NZD,2014-11-22,1750.00,2014-10-23 06:35:48,728.00,failed,10,NZ,580.70,572.33,1375.79
1006075060,Rounds. Set design campaign.,Plays,Theater,GBP,2016-02-14,700.00,2016-02-05 03:10:02,966.00,successful,34,GB,1391.44,1379.23,999.44
1006075634,"eyeForce VR Headset, no black parts, 210° field of view",Technology,Technology,USD,2016-10-04,50000.00,2016-08-17 09:58:04,48907.00,canceled,79,US,13567.00,48907.00,50000.00
100608135,Shell-Shock,Video Games,Games,USD,2014-12-26,15000.00,2014-11-26 00:26:44,56.00,failed,2,US,56.00,56.00,15000.00
100608193,Tactile Turn Mover & Shaker Pens - New Materials,Product Design,Design,USD,2014-08-22,30000.00,2014-07-22 18:00:21,81981.00,successful,829,US,81981.00,81981.00,30000.00
1006086571,Record Original Tunes at the Wood & Stone Studio,Music,Music,USD,2012-01-30,5400.00,2011-12-16 16:57:12,645.00,failed,6,US,645.00,645.00,5400.00
1006094961,Raggedy Edge: Deja Vu,Music,Music,USD,2013-04-25,2000.00,2013-03-26 01:11:36,360.00,failed,8,US,360.00,360.00,2000.00
1006096554,Elena´s Allerlei,Painting,Art,EUR,2017-11-19,1000.00,2017-10-20 09:49:08,55.00,failed,1,AT,0.00,65.32,1187.70
100609913,"Martin Persil, la cantine vegan à roulettes !",Vegan,Food,EUR,2016-02-15,7500.00,2016-01-11 18:30:49,9172.00,successful,193,FR,10019.67,10177.20,8321.96
1006106331,Launch Alligator Bites and Open Wide to Possibility!,Software,Technology,USD,2010-05-08,7000.00,2010-02-07 18:41:02,2002.00,failed,42,US,2002.00,2002.00,7000.00
1006106807,OCD DUMP,Apps,Technology,EUR,2017-06-20,20000.00,2017-05-21 16:18:47,1.00,failed,1,IE,0.00,1.12,22346.12
1006111903,Wild Cards- Playing Card Games,Tabletop Games,Games,USD,2011-10-14,1000.00,2011-09-14 23:11:39,1155.23,successful,37,US,1155.23,1155.23,1000.00
1006130738,"Dread: Shoot 'Em Up | For Desktop, Mobile, & Oculus Rift",Video Games,Games,USD,2014-10-21,35000.00,2014-09-11 17:57:03,3805.00,failed,41,US,3805.00,3805.00,35000.00
100613576,Funding a Veterans second chance,Food Trucks,Food,USD,2015-01-23,60000.00,2014-11-24 18:47:00,30.00,failed,3,US,30.00,30.00,60000.00
1006135954,BANQUETTE,Webseries,Film & Video,USD,2010-08-08,3000.00,2010-06-03 02:30:16,895.00,failed,10,US,895.00,895.00,3000.00
1006139757,Comicverse: Under Fire!,Comics,Comics,USD,2014-12-18,400.00,2014-11-23 21:39:26,673.00,successful,22,US,673.00,673.00,400.00
1006151423,Pirates Lagoon,Tabletop Games,Games,USD,2017-08-19,3000.00,2017-07-27 22:11:12,470.00,failed,10,US,393.00,470.00,3000.00
1006155697,GAME TIME: TIC-TOCK TIC-TOCK ANTHOLOGY,Anthologies,Comics,USD,2017-03-24,5000.00,2017-02-22 05:42:22,1686.00,failed,30,US,135.00,1686.00,5000.00
1006158361,'One Native'... Social Architecture for Social Concerns,Documentary,Film & Video,USD,2017-05-25,2500.00,2017-04-25 04:10:29,68.00,failed,2,US,18.00,68.00,2500.00
1006159793,CHF Woodcrafts Handcrafted Art,Woodworking,Crafts,USD,2016-03-22,2000.00,2016-01-23 00:04:37,102.00,failed,2,US,102.00,102.00,2000.00
1006171908,PHOENIX FearCON 5 International Independent Horror Film Fest,Film & Video,Film & Video,USD,2012-08-20,15000.00,2012-06-21 01:50:50,265.00,failed,10,US,265.00,265.00,15000.00
100617198,AniCareWorld - app and online platform,Design,Design,GBP,2017-07-22,88000.00,2017-06-21 10:28:10,21.00,failed,2,GB,0.00,27.50,115236.04
1006177892,"Take HOTWIRE Action Romantic Comedy to $11,000",Shorts,Film & Video,USD,2013-11-23,7500.00,2013-10-22 09:31:31,11026.00,successful,148,US,11026.00,11026.00,7500.00
1006178455,Explore the Amazon with me!,Webseries,Film & Video,CAD,2014-03-28,9500.00,2014-02-26 07:56:44,10.00,failed,1,CA,9.03,9.06,8606.63
1006188207,The Space Between Worlds: Auctumnalis,Fiction,Publishing,USD,2015-03-19,2500.00,2015-02-17 20:54:11,170.00,failed,4,US,170.00,170.00,2500.00
1006190763,Solecon Buy.Sell.Trade,Apps,Technology,USD,2015-09-05,55000.00,2015-08-06 22:40:06,0.00,failed,0,US,0.00,0.00,55000.00
1006194922,Military Wallet by Bench Built,Design,Design,USD,2016-08-19,1000.00,2016-07-15 14:25:48,7582.00,successful,267,US,1803.00,7582.00,1000.00
100619872,Picture Their Faces Photo Booth: Bringing smiles to all!,Photography,Photography,USD,2014-08-08,1500.00,2014-07-09 20:10:33,0.00,failed,0,US,0.00,0.00,1500.00
100620160,Darklands: Starter Hosts,Tabletop Games,Games,GBP,2017-01-17,10000.00,2017-01-04 18:39:25,15806.00,successful,157,GB,3517.86,19406.25,12277.77
1006207132,Survey for a Change,Web,Journalism,CAD,2015-03-07,5000.00,2015-01-06 09:56:13,0.00,failed,0,CA,0.00,0.00,3926.50
1006207268,"Portakali ""Discussions in the Dark""",Music,Music,USD,2012-04-23,600.00,2012-03-24 00:52:23,673.21,successful,16,US,673.21,673.21,600.00
1006211704,ssk (Canceled),Art Books,Publishing,USD,2012-04-19,4500.00,2012-03-05 21:42:54,35.00,canceled,1,US,35.00,35.00,4500.00
1006213538,Yakana,Drinks,Food,MXN,2017-05-16,100000.00,2017-04-06 16:59:43,103035.08,successful,87,MX,0.00,5501.07,5339.03
1006225522,Negative Space,Video Games,Games,USD,2017-12-17,7000.00,2017-11-17 03:58:42,680.00,failed,23,US,610.00,680.00,7000.00
1006230786,The Sleep Sensei - Fall Asleep Faster Without Medication,DIY Electronics,Technology,USD,2014-12-16,25000.00,2014-10-27 20:45:07,2666.00,failed,57,US,2666.00,2666.00,25000.00
1006239815,The Cage (SENIOR THESIS PROJECT) (Canceled),Shorts,Film & Video,USD,2013-01-04,1200.00,2012-12-05 07:44:47,315.00,canceled,19,US,315.00,315.00,1200.00
1006243575,Double-Sided PLUSH Terrain Mats by Cigar Box Battle Mats,Tabletop Games,Games,USD,2017-09-01,1500.00,2017-07-26 03:33:50,71293.00,successful,391,US,2791.00,71293.00,1500.00
1006244792,The Firebird Band New Album (www.firebirdband.com),Indie Rock,Music,USD,2015-08-09,15000.00,2015-07-10 22:41:38,15102.00,successful,97,US,15102.00,15102.00,15000.00
1006247883,hello (Canceled),Faith,Music,USD,2016-03-16,15000.00,2016-01-16 08:02:07,47.00,canceled,2,US,47.00,47.00,15000.00
1006248646,Linkme: The Ultimate Collaborative Platform,Mixed Media,Art,USD,2014-06-02,10000.00,2014-05-03 20:04:40,910.00,failed,9,US,910.00,910.00,10000.00
100625301,Decisions,Narrative Film,Film & Video,USD,2012-11-09,1000.00,2012-10-24 00:02:38,367.00,failed,7,US,367.00,367.00,1000.00
1006257581,Born For This,Hip-Hop,Music,USD,2015-12-01,3500.00,2015-11-02 17:48:28,0.00,failed,0,US,0.00,0.00,3500.00
1006259122,Eastern Beach Fireworks Extravaganza,Festivals,Theater,NZD,2015-10-08,8000.00,2015-09-08 09:33:55,30.00,failed,3,NZ,18.83,20.09,5358.34
1006259457,New Music Video!,Music,Music,USD,2017-06-01,150.00,2017-05-22 19:34:50,1.00,failed,1,US,0.00,1.00,150.00
100626161,Cable Label,Gadgets,Technology,USD,2017-06-30,3000.00,2017-05-31 17:51:32,1019.77,failed,29,US,195.77,1019.77,3000.00
100626163,Designed Sculptural Jewellery Collection,Design,Design,GBP,2016-10-02,10000.00,2016-09-02 21:01:11,1.00,canceled,1,GB,0.00,1.23,12329.39
1006282460,Help support for full length recording,Indie Rock,Music,USD,2011-10-08,1500.00,2011-09-03 16:16:28,402.00,failed,9,US,402.00,402.00,1500.00
1006292661,Creative coping,Painting,Art,USD,2016-06-13,2000.00,2016-05-19 04:18:46,322.00,failed,7,US,322.00,322.00,2000.00
1006294866,Luxurious handcrafted candles made from 100% soy wax,Crafts,Crafts,USD,2013-11-22,500.00,2013-10-23 17:42:58,215.00,failed,7,US,215.00,215.00,500.00
1006298706,"Murder for Xmas 2014: ""Gray Shadows Under a Harvest Moon""",Anthologies,Publishing,USD,2014-11-28,600.00,2014-10-29 13:14:29,280.00,failed,5,US,280.00,280.00,600.00
1006300664,Ethically conscious clothes that will outlast you.,Fashion,Fashion,USD,2016-10-18,20000.00,2016-08-19 02:08:08,220.00,canceled,2,US,120.00,220.00,20000.00
1006300866,"Backslash About Presents ""EPISODE 13""",Shorts,Film & Video,USD,2013-12-27,1500.00,2013-11-12 20:52:59,30.00,failed,2,US,30.00,30.00,1500.00
1006312961,The Shepherd,Children's Books,Publishing,USD,2015-10-13,2750.00,2015-09-13 04:22:19,433.00,failed,10,US,433.00,433.00,2750.00
1006324710,Hermagedon - An epic old school fighting game,Mobile Games,Games,USD,2016-11-03,5000.00,2016-10-04 08:57:58,0.00,canceled,0,US,0.00,0.00,5000.00
1006327667,Letters to the Wild - EP,Music,Music,USD,2014-10-31,2000.00,2014-10-02 22:48:31,2560.00,undefined,0,"N,0""",,2560.00,2000.00
1006335039,Official CITY SLEEPS Unreleased Album Kickstarter!,Music,Music,USD,2013-06-08,1000.00,2013-05-10 09:29:58,1381.00,successful,43,US,1381.00,1381.00,1000.00
1006346512,"""Witchcraft Blue"" (A Burlesque Documentary)",Documentary,Film & Video,USD,2017-07-15,2500.00,2017-06-22 21:57:36,3215.00,successful,64,US,515.00,3215.00,2500.00
1006355624,"The Beauty of the Manson ""Villa Reale di Monza"" (Italy)",Photobooks,Photography,EUR,2017-07-02,9000.00,2017-05-03 19:44:20,415.00,failed,3,IT,0.00,473.60,10270.81
100635918,World's first wirelessly charged earbuds,Hardware,Technology,EUR,2016-05-26,50000.00,2016-04-26 09:00:26,172228.00,successful,1068,DE,193622.51,192343.26,55839.72
100636650,'FLIP' the Bird & Cat Game (Canceled),Playing Cards,Games,USD,2015-08-05,8000.00,2015-07-06 17:04:18,1393.00,canceled,45,US,1393.00,1393.00,8000.00
1006373401,Ikuzi Dolls - Beautiful Black Dolls (Canceled),Product Design,Design,USD,2015-10-12,36000.00,2015-09-10 16:01:46,6074.00,canceled,56,US,6074.00,6074.00,36000.00
1006376324,Orio Isamu - A humorous manga tale of 1st time intimacy,Comic Books,Comics,USD,2017-12-30,3700.00,2017-11-30 17:21:50,588.00,failed,31,US,0.00,588.00,3700.00
1006377345,"STEVERA Belt, Metal-free, Bulge-free, Pinch-free, Unisex",Accessories,Fashion,USD,2014-07-09,30000.00,2014-06-09 19:27:26,1321.00,failed,28,US,1321.00,1321.00,30000.00
1006390923,The Witch,Shorts,Film & Video,USD,2014-09-08,5950.00,2014-08-09 04:16:09,6035.00,successful,38,US,6035.00,6035.00,5950.00
1006391233,Majora's Mask Replica (Canceled),Video Games,Games,CAD,2016-07-28,4000.00,2016-06-28 13:23:44,255.00,canceled,2,CA,195.18,193.53,3035.82
1006393926,SPARE ME 5-1 Automotive Rescue Tool,Product Design,Design,USD,2015-05-01,25000.00,2015-03-10 23:30:40,1345.00,failed,23,US,1345.00,1345.00,25000.00
1006394666,The Family Soup Bowl,Tabletop Games,Games,USD,2015-05-01,2500.00,2015-03-18 19:11:03,0.00,failed,0,US,0.00,0.00,2500.00
1006405499,UK Salmon Laders,Woodworking,Crafts,GBP,2015-09-02,200.00,2015-08-03 17:55:44,0.00,failed,0,GB,0.00,0.00,304.53
10064113,I AM SOUL RAP (Canceled),Hip-Hop,Music,USD,2010-10-06,5000.00,2010-08-06 00:15:22,160.00,canceled,3,US,160.00,160.00,5000.00
1006427820,Follow my Lied: Fund an Artist,Classical Music,Music,USD,2013-06-08,2500.00,2013-05-08 01:03:56,2570.00,successful,26,US,2570.00,2570.00,2500.00
1006429259,BaggaBox,Design,Design,USD,2017-05-08,7500.00,2017-04-07 17:33:14,8039.99,successful,121,US,841.99,8039.99,7500.00
1006446157,Jazz Legend John Danser's New Band,Jazz,Music,USD,2012-05-02,1000.00,2012-04-02 16:54:04,25.00,failed,1,US,25.00,25.00,1000.00
1006456319,"Rosaline Fashions: Eco-Friendly line of Accessories, Jewelry & Custom Fashion",Fashion,Fashion,USD,2010-12-13,1500.00,2010-09-14 07:02:23,88.00,failed,6,US,88.00,88.00,1500.00
1006461045,JP SilverBamboo: The first self-cleaning towel with Silver,Product Design,Design,CAD,2016-10-04,20000.00,2016-09-01 06:20:01,18028.60,failed,66,CA,1486.64,13584.96,15070.45
1006462050,Leif Garrett - The Musical,Theater,Theater,GBP,2013-11-27,75000.00,2013-11-07 08:08:42,0.00,failed,0,GB,0.00,0.00,122585.07
1006466755,The Quiet Pictures Experiment,Art,Art,USD,2012-10-22,3000.00,2012-09-20 04:24:48,3285.00,successful,57,US,3285.00,3285.00,3000.00
1006476938,Moon Far Ocean Deep,Theater,Theater,USD,2010-08-30,2500.00,2010-07-30 01:04:56,2710.00,successful,46,US,2710.00,2710.00,2500.00
10064783,WarmUp: A High-Protein Coffee,Drinks,Food,USD,2016-12-14,8000.00,2016-11-14 18:55:34,8599.00,successful,200,US,932.00,8599.00,8000.00
1006486524,Gold Digger (Canceled),Fashion,Fashion,USD,2013-09-13,6000.00,2013-09-03 17:51:21,0.00,canceled,0,US,0.00,0.00,6000.00
1006492574,"TheXLC Pre-Printed MDF Wargame Terrain. Quick, Robust, 28mm",Tabletop Games,Games,GBP,2014-11-22,2500.00,2014-11-01 10:46:09,7553.00,successful,97,GB,12076.68,11855.10,3923.97
1006495792,Polar - The First Do-It-All Social and Business Meeting App,Apps,Technology,GBP,2016-08-27,30000.00,2016-07-28 20:48:11,1.00,failed,1,GB,0.00,1.33,39851.75
1006506366,SIGNOOS - Free EDU Series for Deaf Schools around the world.,Animation,Film & Video,USD,2016-02-29,685500.00,2016-01-02 03:57:23,865.00,failed,19,US,865.00,865.00,685500.00
1006506481,Albumen Portraits,Photography,Photography,USD,2013-02-22,1250.00,2013-01-23 04:56:06,12.50,failed,2,US,12.50,12.50,1250.00
1006507504,Ellis Rugby - British Isles Pioneer Rugby Collection,Fashion,Fashion,GBP,2013-05-11,500.00,2013-04-11 00:39:23,3681.00,successful,89,GB,5619.68,5607.69,761.71
1006513291,Innervation (short film),Shorts,Film & Video,USD,2014-03-28,1500.00,2014-02-24 22:21:31,340.00,failed,10,US,340.00,340.00,1500.00
1006519656,Bucket of Doom - The death-dodging party game,Tabletop Games,Games,GBP,2014-10-08,15000.00,2014-09-17 10:01:34,15336.01,successful,563,GB,24904.29,24589.94,24051.18
1006522756,PLEASE SUPPORT A TOUR OF SPUN THROUGH SHADOWS,Immersive,Theater,GBP,2014-11-23,1200.00,2014-10-24 10:19:00,1645.00,successful,27,GB,2639.92,2581.97,1883.51
1006567596,The Melody of Choice,Shorts,Film & Video,USD,2012-06-01,25000.00,2012-05-04 00:33:47,30255.00,successful,44,US,30255.00,30255.00,25000.00
1006576901,BEING SPECIAL: A Differently-Abled Documentary & Book...,Documentary,Film & Video,USD,2012-06-22,25000.00,2012-05-08 17:41:49,0.00,canceled,0,US,0.00,0.00,25000.00
1006597254,SMALL HANDS,Shorts,Film & Video,AUD,2014-12-08,6500.00,2014-11-10 09:28:33,7672.00,successful,98,AU,6622.10,6344.17,5375.01
100659984,"Sea of Glass, by Warbler (Canceled)",Rock,Music,USD,2015-07-31,6100.00,2015-06-01 18:17:23,0.00,canceled,0,US,0.00,0.00,6100.00
1006607395,Arrangement - A Short Film,Shorts,Film & Video,USD,2012-06-01,1000.00,2012-05-02 00:56:23,1227.01,successful,36,US,1227.01,1227.01,1000.00
1006614415,Angie Pittman to Vienna for danceWEB!,Workshops,Dance,USD,2015-05-25,3100.00,2015-03-26 18:41:28,3194.00,successful,33,US,3194.00,3194.00,3100.00
1006617922,VOICE MEMOS FINAL PRODUCTION AND RELEASE,Pop,Music,USD,2017-02-05,5000.00,2016-12-07 02:20:56,180.00,failed,4,US,17.00,180.00,5000.00
1006623404,The Club,Documentary,Film & Video,USD,2011-10-22,15000.00,2011-08-23 17:49:09,15827.00,successful,171,US,15827.00,15827.00,15000.00
1006623565,Zwim - Smart Swimming Goggles,Wearables,Technology,USD,2017-12-02,50000.00,2017-10-17 13:02:19,16569.00,canceled,49,US,11565.00,16569.00,50000.00
1006626339,In the Middle of the Middle East,Documentary,Film & Video,USD,2016-12-09,40000.00,2016-11-13 22:23:18,455.00,canceled,10,US,30.00,455.00,40000.00
1006633486,The Bacon Diet,Nonfiction,Publishing,USD,2009-12-05,1000.00,2009-11-06 19:42:19,10.00,failed,2,US,10.00,10.00,1000.00
1006634155,Chocolatey Wonders,Product Design,Design,GBP,2013-09-16,6000.00,2013-07-18 22:46:17,1172.00,failed,35,GB,1778.21,1877.48,9611.69
1006634329,Tain Collins Band- 2nd Album- Finally!,Rock,Music,USD,2014-06-03,4000.00,2014-05-09 17:13:40,180.00,failed,7,US,180.00,180.00,4000.00
1006641104,The Voting App - It's in YOUR hands!,Apps,Technology,USD,2014-06-11,50000.00,2014-05-12 18:11:46,7697.00,failed,85,US,7697.00,7697.00,50000.00
